GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Air Fuel Ratio(Measured)(:1),Engine Coolant Temperature(°C),Miles Per Gallon(Instant)(mpg),Engine RPM(rpm),Fuel used (trip)(gal),Acceleration Sensor(Total)(g),Relative Throttle Position(%)
Thu Feb 28 23:15:33 PST 2013,28-Feb-2013 23:15:33.202,-122.1859092185951,37.42233030797994,16.638527,6.0,12.66331125245665,295.69226,-0.32441434,2.15612817,0.70748663,-0.74732959,15.04094219,83,18.62420654,1443,0.06005763,-0.66175336,12.54901981
Thu Feb 28 23:15:33 PST 2013,28-Feb-2013 23:15:33.705,-122.1859092185951,37.42233030797994,16.638527,6.0,12.66331125245665,295.69226,0.23582886,3.02163219,3.05380416,-0.54241586,14.87944317,83,18.62420654,1449,0.06029411,-0.56126601,12.54901981
Thu Feb 28 23:15:34 PST 2013,28-Feb-2013 23:15:34.204,-122.18608625149821,37.422413027101136,16.657011,6.0,13.027918668873836,298.04376,-0.17717093,2.97614241,2.80959558,-0.56339943,14.58829689,83,19.12916183,1457,0.06054668,-0.63105869,13.33333397
Thu Feb 28 23:15:34 PST 2013,28-Feb-2013 23:15:34.704,-122.18608625149821,37.422413027101136,16.657011,6.0,13.027918668873836,298.04376,-0.31723171,2.65771341,2.32357264,-0.61969101,14.63854122,84,17.78227806,1476,0.06083291,-0.6555478,13.33333397
Thu Feb 28 23:15:35 PST 2013,28-Feb-2013 23:15:35.203,-122.18626766199836,37.42250241951514,17.197811,6.0,13.560225350449754,299.25943,-1.03309798,2.56673384,3.12922168,-0.55520862,13.92076683,84,30.05710602,1477,0.06122765,-0.57406318,7.45098066
Thu Feb 28 23:15:35 PST 2013,28-Feb-2013 23:15:35.703,-122.18626766199836,37.42250241951514,17.197811,6.0,13.560225350449754,299.25943,-0.18914193,1.86044431,2.77847099,-0.63959652,14.50216389,84,62.66930008,1448.5,0.06130433,-0.663701,4.70588255
Thu Feb 28 23:15:36 PST 2013,28-Feb-2013 23:15:36.203,-122.18643557878347,37.422591033235655,17.430546,6.0,14.339646375103333,298.93234,-0.39863458,2.045995,3.29442143,-0.58360052,14.42679787,84,97.46884155,1483.5,0.06136117,-0.60246474,2.74509811
Thu Feb 28 23:15:36 PST 2013,28-Feb-2013 23:15:36.702,-122.18643557878347,37.422591033235655,17.430546,6.0,14.339646375103333,298.93234,-0.46208093,2.12979198,3.22379255,-0.58433133,13.95306778,84,93.64212036,1483.5,0.06142369,-0.60319579,2.74509811
Thu Feb 28 23:15:37 PST 2013,28-Feb-2013 23:15:37.202,-122.18661747822071,37.42267450221212,17.691948,6.0,15.021843329040912,297.53162,-0.06105214,2.11901808,2.8862102,-0.61595559,14.62059593,84,40.66904068,1389.5,0.06155783,-0.64904344,2.74509811
Thu Feb 28 23:15:37 PST 2013,28-Feb-2013 23:15:37.702,-122.18661747822071,37.42267450221212,17.691948,6.0,15.021843329040912,297.53162,-0.16041151,2.27942967,3.20463896,-0.57978785,14.56676388,84,40.66904068,1207,0.06155783,-0.59865075,6.27450991
Thu Feb 28 23:15:38 PST 2013,28-Feb-2013 23:15:38.203,-122.1868010677358,37.4227517080838,17.656416,6.0,15.456377120583271,295.85443,1.02232409,2.09627318,2.94726229,-0.59787679,15.22756386,84,33.42707062,1424,0.06176432,-0.62257677,7.05882359
Thu Feb 28 23:15:38 PST 2013,28-Feb-2013 23:15:38.703,-122.1868010677358,37.4227517080838,17.656416,6.0,15.456377120583271,295.85443,1.10731828,2.23274279,2.60130024,-0.61377198,15.01940823,84,34.04453278,1373,0.06191942,-0.63134134,7.84313726
Thu Feb 28 23:15:39 PST 2013,28-Feb-2013 23:15:39.204,-122.18697880258317,37.42282318417081,17.732206,6.0,15.52807210010243,294.67468,0.69431847,2.21957469,2.59292054,-0.62594628,14.87226582,84,31.56370735,1199,0.06222088,-0.64482498,7.84313726
Thu Feb 28 23:15:39 PST 2013,28-Feb-2013 23:15:39.703,-122.18697880258317,37.42282318417081,17.732206,6.0,15.52807210010243,294.67468,0.72544312,1.94184721,2.883816,-0.61896741,14.52010727,85,31.56370735,1209,0.06222088,-0.62877202,4.70588255
Thu Feb 28 23:15:40 PST 2013,28-Feb-2013 23:15:40.203,-122.18715578186355,37.422896503742066,18.05342,6.0,15.429511737506266,294.13803,0.53869539,1.75390244,2.7437551,-0.64453816,13.7013979,85,55.96554184,1206,0.06232379,-0.66342324,1.96078432
Thu Feb 28 23:15:40 PST 2013,28-Feb-2013 23:15:40.702,-122.18715578186355,37.422896503742066,18.05342,6.0,15.429511737506266,294.13803,0.4417302,2.00170231,2.92571449,-0.61684525,15.79505253,85,112.54273224,1206.5,0.06240915,-0.64740533,1.96078432
Thu Feb 28 23:15:41 PST 2013,28-Feb-2013 23:15:41.203,-122.18734760293701,37.42297363553451,17.940742,6.0,15.197343687611596,295.13306,-0.02513912,2.08789349,3.32554626,-0.58072197,14.30118656,85,115.05765533,1206,0.06245,-0.58026445,1.96078432
Thu Feb 28 23:15:41 PST 2013,28-Feb-2013 23:15:41.702,-122.18734760293701,37.42297363553451,17.940742,6.0,15.197343687611596,295.13306,0.37828386,1.84967041,3.05260706,-0.61512232,14.2724762,85,115.05765533,1203.5,0.06250004,-0.63399732,1.96078432
Thu Feb 28 23:15:42 PST 2013,28-Feb-2013 23:15:42.203,-122.18752887918865,37.42305097484216,17.961063,6.0,15.077955179522487,296.5281,-0.17238252,2.06754279,2.68390012,-0.63519877,14.64571762,85,113.47283173,1207.5,0.06254518,-0.63913792,1.96078432
Thu Feb 28 23:15:42 PST 2013,28-Feb-2013 23:15:42.706,-122.18752887918865,37.42305097484216,17.961063,6.0,15.077955179522487,296.5281,-0.16519992,2.1908443,3.02028537,-0.60027987,14.86508751,85,115.05765533,1204.5,0.06258579,-0.6191498,1.96078432
Thu Feb 28 23:15:43 PST 2013,28-Feb-2013 23:15:43.204,-122.18769250260169,37.423130736888666,18.043406,6.0,14.41223749968226,297.81635,0.39624038,1.9490298,2.81917238,-0.62930393,14.63495159,85,92.149086,1198.5,0.06263902,-0.63249606,1.96078432
Thu Feb 28 23:15:43 PST 2013,28-Feb-2013 23:15:43.702,-122.18769250260169,37.423130736888666,18.043406,6.0,14.41223749968226,297.81635,0.70389527,1.81615162,2.79642749,-0.6336081,14.62777328,86,115.05765533,1198,0.0626882,-0.6530959,1.96078432
Thu Feb 28 23:15:44 PST 2013,28-Feb-2013 23:15:44.204,-122.18786301412614,37.423214487801275,18.02204,6.0,13.76225650123985,299.2284,0.1364695,1.72277772,2.28047705,-0.68932605,14.69955158,86,113.25988007,1202,0.06273423,-0.70822638,1.96078432
Thu Feb 28 23:15:44 PST 2013,28-Feb-2013 23:15:44.702,-122.18786301412614,37.423214487801275,18.02204,6.0,13.76225650123985,299.2284,0.10534488,1.81136322,2.78565359,-0.64211571,14.69596195,86,112.31866455,1200,0.06277993,-0.63963526,1.96078432
Thu Feb 28 23:15:45 PST 2013,28-Feb-2013 23:15:45.202,-122.18802957347877,37.423291432354446,17.699068,8.0,13.436233036752876,300.0976,0.2717419,1.61384153,2.94247389,-0.63778198,14.56317329,86,116.18061829,1191.5,0.06281831,-0.65666473,1.96078432
Thu Feb 28 23:15:45 PST 2013,28-Feb-2013 23:15:45.703,-122.18802957347877,37.423291432354446,17.699068,8.0,13.436233036752876,300.0976,-0.22505496,1.50729966,3.03225636,-0.63505739,14.62059593,86,114.21700287,1186,0.06286626,-0.65393919,1.96078432
Thu Feb 28 23:15:46 PST 2013,28-Feb-2013 23:15:46.204,-122.18819183671651,37.42337145141367,17.50664,8.0,13.249473634858967,301.14844,-0.35075054,1.29421568,2.70903921,-0.6728723,14.62777328,86,141.73223877,1172,0.06294124,-0.67059547,1.96078432
Thu Feb 28 23:15:46 PST 2013,28-Feb-2013 23:15:46.703,-122.18819183671651,37.42337145141367,17.50664,8.0,13.249473634858967,301.14844,-0.2645593,1.42709386,3.09809709,-0.63225108,14.73544025,86,147.95489502,893,0.06297546,-0.65113193,1.17647064
Thu Feb 28 23:15:47 PST 2013,28-Feb-2013 23:15:47.202,-122.18835690204305,37.4234520156815,17.063776,8.0,13.185770681631011,301.96124,0.85592711,1.63898075,3.06218386,-0.61635911,14.96557617,87,142.75421143,805.5,0.06300951,-0.62069196,1.56862748
Thu Feb 28 23:15:47 PST 2013,28-Feb-2013 23:15:47.703,-122.18835690204305,37.4234520156815,17.063776,8.0,13.185770681631011,301.96124,-0.16160862,1.67369664,3.19147086,-0.61327982,15.23474121,87,137.08528137,784,0.06304255,-0.5973475,1.17647064
Thu Feb 28 23:15:48 PST 2013,28-Feb-2013 23:15:48.202,-122.18851516782983,37.42353398280035,16.377407,8.0,13.14373396660391,302.42725,-0.28251579,1.54081845,3.03105927,-0.63319898,15.33881855,87,141.9354248,784.5,0.06307162,-0.65208012,1.17647064
Thu Feb 28 23:15:48 PST 2013,28-Feb-2013 23:15:48.702,-122.18851516782983,37.42353398280035,16.377407,8.0,13.14373396660391,302.42725,-0.39145198,0.98296946,3.02507377,-0.65431631,15.18449688,87,136.3769989,793.5,0.06310283,-0.62305713,1.17647064
Thu Feb 28 23:15:49 PST 2013,28-Feb-2013 23:15:49.202,-122.18866962967644,37.42361234967969,16.002092,8.0,13.301369834688348,302.77374,-0.08738836,1.1541549,3.58412004,-0.59706718,15.15578556,87,137.91508484,790.5,0.06313792,-0.61593604,1.17647064
Thu Feb 28 23:15:49 PST 2013,28-Feb-2013 23:15:49.704,-122.18866962967644,37.42361234967969,16.002092,8.0,13.301369834688348,302.77374,0.37708676,1.072752,3.25491714,-0.62954009,15.14860821,87,135.62532043,776,0.06317101,-0.65899014,1.17647064
Thu Feb 28 23:15:50 PST 2013,28-Feb-2013 23:15:50.202,-122.18881382999523,37.42368937794776,14.727053,8.0,13.490009254693401,303.47318,0.260968,1.52884746,3.08253479,-0.62924421,15.20603085,87,123.14440155,783.5,0.06319998,-0.70063722,1.17647064
Thu Feb 28 23:15:50 PST 2013,28-Feb-2013 23:15:50.704,-122.18881382999523,37.42368937794776,14.727053,8.0,13.490009254693401,303.47318,0.25617957,1.40195477,3.34110856,-0.61072785,15.00146484,87,122.14377594,792,0.0632328,-0.62960136,1.17647064
Thu Feb 28 23:15:51 PST 2013,28-Feb-2013 23:15:51.202,-122.18895891793787,37.42376934883871,14.402855,8.0,13.773177186053587,303.38748,0.34356794,1.13260698,3.25611424,-0.62783474,14.71749496,87,122.02152252,785,0.06326871,-0.65736526,1.17647064
Thu Feb 28 23:15:51 PST 2013,28-Feb-2013 23:15:51.703,-122.18895891793787,37.42376934883871,14.402855,8.0,13.773177186053587,303.38748,0.24061728,1.08831429,3.20942736,-0.6346736,14.68160725,87,117.23636627,794,0.06330034,-0.65355527,1.17647064
Thu Feb 28 23:15:52 PST 2013,28-Feb-2013 23:15:52.202,-122.18909110579878,37.42384257391329,13.551367,8.0,14.255381257683325,302.87387,0.35314476,2.07233119,3.04542446,-0.60378045,14.63854122,87,122.59118652,791,0.06333371,-0.62265158,1.17647064
Thu Feb 28 23:15:52 PST 2013,28-Feb-2013 23:15:52.702,-122.18909110579878,37.42384257391329,13.551367,8.0,14.255381257683325,302.87387,0.63087213,2.13218617,3.43208814,-0.56413651,14.65289688,87,122.72106171,788,0.06339271,-0.6158331,1.17647064
Thu Feb 28 23:15:53 PST 2013,28-Feb-2013 23:15:53.203,-122.18920905757732,37.42390787011456,12.409626,8.0,14.207830325585393,303.44916,0.94930094,1.78981543,3.36864185,-0.58029163,14.67801762,87,127.58664703,792,0.06342368,-0.59915477,1.17647064
Thu Feb 28 23:15:53 PST 2013,28-Feb-2013 23:15:53.702,-122.18920905757732,37.42390787011456,12.409626,8.0,14.207830325585393,303.44916,0.90740246,2.0531776,3.7289691,-0.53732157,14.67801762,87,127.58664703,800.5,0.06342368,-0.65273309,1.17647064
Thu Feb 28 23:15:54 PST 2013,28-Feb-2013 23:15:54.203,-122.18931656523476,37.42397065880377,12.3805895,8.0,13.830267448452663,302.68704,0.61650693,1.9801544,2.80600429,-0.62531871,14.6564846,87,100.56307983,793,0.0634936,-0.62959844,1.56862748
Thu Feb 28 23:15:54 PST 2013,28-Feb-2013 23:15:54.702,-122.18931656523476,37.42397065880377,12.3805895,8.0,13.830267448452663,302.68704,0.4345476,2.20281529,3.09570289,-0.59117198,14.20428753,87,63.07030487,1065.5,0.06355105,-0.61003882,2.35294127
Thu Feb 28 23:15:55 PST 2013,28-Feb-2013 23:15:55.202,-122.18943714361308,37.42403788355492,12.490056,8.0,13.394789393182721,302.72607,0.29688102,2.32132816,3.03824186,-0.59006721,14.17557716,87,27.4139061,1250,0.06369095,-0.61527199,6.27450991
Thu Feb 28 23:15:55 PST 2013,28-Feb-2013 23:15:55.704,-122.18943714361308,37.42403788355492,12.490056,8.0,13.394789393182721,302.72607,0.30645782,2.45779777,2.68868852,-0.6083554,14.85432053,87,19.05690765,1321,0.06386882,-0.62722808,7.45098066
Thu Feb 28 23:15:56 PST 2013,28-Feb-2013 23:15:56.203,-122.18954996307329,37.42410281650178,12.507541,6.0,13.056681868694545,302.31332,0.20231004,2.72235703,2.78804779,-0.58324575,14.62777328,87,18.75788116,1163.5,0.06406856,-0.59408259,9.4117651
Thu Feb 28 23:15:56 PST 2013,28-Feb-2013 23:15:56.702,-122.18954996307329,37.42410281650178,12.507541,6.0,13.056681868694545,302.31332,0.28850129,2.72355413,2.80121589,-0.58164978,14.95122051,87,20.73168755,1083.5,0.0642601,-0.60179144,9.4117651
Thu Feb 28 23:15:57 PST 2013,28-Feb-2013 23:15:57.202,-122.1896699374405,37.42416751978107,12.841513,6.0,12.71785406018931,300.95184,0.11971009,2.54877734,2.40138435,-0.62382472,15.17014122,87,19.67160988,1106,0.06445526,-0.6427027,10.1960783
Thu Feb 28 23:15:57 PST 2013,28-Feb-2013 23:15:57.703,-122.1896699374405,37.42416751978107,12.841513,6.0,12.71785406018931,300.95184,-0.12808979,2.8552351,3.17112017,-0.54582685,14.9296875,87,20.52196503,1120,0.06461905,-0.55972558,10.1960783
Thu Feb 28 23:15:58 PST 2013,28-Feb-2013 23:15:58.203,-122.18980454987746,37.4242330014126,12.942665,6.0,12.279235472096865,299.44083,-0.39863458,2.78580332,3.00951147,-0.56099111,15.0481205,87,20.17970467,1127,0.06477104,-0.57984763,9.8039217
Thu Feb 28 23:15:58 PST 2013,28-Feb-2013 23:15:58.703,-122.18980454987746,37.4242330014126,12.942665,6.0,12.279235472096865,299.44083,-0.5363012,2.87438869,3.18069696,-0.54058397,14.29401016,87,20.15197563,1142,0.06497104,-0.55943346,9.8039217
Thu Feb 28 23:15:59 PST 2013,28-Feb-2013 23:15:59.202,-122.18993833199544,37.42428941414981,13.319415,6.0,11.63861005254724,297.12952,0.23343466,2.68883824,2.742558,-0.58876228,14.26888752,87,20.4860611,1151,0.06518149,-0.57378107,9.8039217
Thu Feb 28 23:15:59 PST 2013,28-Feb-2013 23:15:59.704,-122.18993833199544,37.42428941414981,13.319415,6.0,11.63861005254724,297.12952,-0.17956513,2.68764114,2.93529129,-0.57489228,15.27062988,87,21.19394112,1160.5,0.0653706,-0.59375358,9.8039217
Thu Feb 28 23:16:00 PST 2013,28-Feb-2013 23:16:00.202,-122.19007517882126,37.424339233039106,13.887203,6.0,11.239352830890796,294.31927,-0.31483752,2.76545262,3.29322433,-0.5414623,15.27062988,87,20.80249596,1169.5,0.06553733,-0.57986993,10.1960783
Thu Feb 28 23:16:00 PST 2013,28-Feb-2013 23:16:00.705,-122.19007517882126,37.424339233039106,13.887203,6.0,11.239352830890796,294.31927,-0.2693477,2.75348163,2.79523039,-0.58009511,14.34425259,87,20.38563919,1178,0.065751,-0.58307415,10.1960783
Thu Feb 28 23:16:01 PST 2013,28-Feb-2013 23:16:01.202,-122.1902079622123,37.4243717296066,14.03783,6.0,10.654118758434233,290.68765,-0.09337386,2.71397734,3.09450579,-0.56131792,14.1935215,87,20.4448452,1185,0.06613527,-0.58017457,10.1960783
Thu Feb 28 23:16:01 PST 2013,28-Feb-2013 23:16:01.702,-122.1902079622123,37.4243717296066,14.03783,6.0,10.654118758434233,290.68765,0.37349546,2.66609311,2.7653029,-0.58759201,15.19167423,87,20.26460075,1191,0.06631701,-0.58671528,10.1960783
Thu Feb 28 23:16:02 PST 2013,28-Feb-2013 23:16:02.203,-122.19036076021567,37.424404467016984,14.153781,6.0,9.9589898989914,287.55133,0.15921441,2.8396728,3.18548536,-0.54568803,15.22756386,87,20.47085571,1188.5,0.06652497,-0.56453931,10.1960783
Thu Feb 28 23:16:02 PST 2013,28-Feb-2013 23:16:02.703,-122.19036076021567,37.424404467016984,14.153781,6.0,9.9589898989914,287.55133,0.38905779,2.82650471,3.80678082,-0.49605426,14.30118656,87,20.29015541,1193,0.06674051,-0.56612557,10.1960783
Thu Feb 28 23:16:03 PST 2013,28-Feb-2013 23:16:03.203,-122.19050576861946,37.424424526490306,14.133141,6.0,9.483869670124099,284.91647,-0.07900865,2.68524694,3.16513467,-0.55781043,14.21864319,87,20.84209061,1201,0.06694685,-0.54481828,10.1960783
Thu Feb 28 23:16:03 PST 2013,28-Feb-2013 23:16:03.705,-122.19050576861946,37.424424526490306,14.133141,6.0,9.483869670124099,284.91647,0.03950433,2.57032514,2.85388851,-0.58946705,15.15578556,87,20.47085571,1193.5,0.06715294,-0.60833323,10.1960783
Thu Feb 28 23:16:04 PST 2013,28-Feb-2013 23:16:04.202,-122.19066462201295,37.42444484522941,14.097355,4.0,9.51090051905765,282.81625,0.15083471,2.50448465,3.16992307,-0.56889784,15.29575157,87,20.01255417,1318.5,0.0673556,-0.58318007,10.1960783
Thu Feb 28 23:16:04 PST 2013,28-Feb-2013 23:16:04.702,-122.19066462201295,37.42444484522941,14.097355,4.0,9.51090051905765,282.81625,0.23223756,2.82650471,2.56299281,-0.59134007,14.21505356,87,15.05153847,1639,0.06766452,-0.61020696,11.76470566
Thu Feb 28 23:16:05 PST 2013,28-Feb-2013 23:16:05.204,-122.19082480477462,37.424460293705266,14.11384,4.0,9.585489112000772,281.28775,0.2741361,2.59546423,2.47799873,-0.61413991,14.83996487,87,16.60484505,1594.5,0.06788641,-0.63301462,10.98039246
Thu Feb 28 23:16:05 PST 2013,28-Feb-2013 23:16:05.709,-122.19082480477462,37.424460293705266,14.11384,4.0,9.585489112000772,281.28775,0.36032736,2.63377142,2.65756392,-0.59783107,15.19885254,87,17.61367607,1609,0.06810819,-0.5896619,10.1960783
Thu Feb 28 23:16:06 PST 2013,28-Feb-2013 23:16:06.204,-122.19099226057781,37.42447516105635,13.986373,4.0,9.891539667339757,280.3531,0.33877954,2.25548768,2.84670591,-0.60916495,14.43397522,87,34.71433258,1606,0.06825783,-0.62803793,10.1960783
Thu Feb 28 23:16:06 PST 2013,28-Feb-2013 23:16:06.703,-122.19099226057781,37.42447516105635,13.986373,4.0,9.891539667339757,280.3531,-0.08259996,2.05676889,2.64559293,-0.63930213,13.69063091,87,80.65209961,1392,0.06831608,-0.69159567,2.74509811
Thu Feb 28 23:16:07 PST 2013,28-Feb-2013 23:16:07.204,-122.19116231325148,37.42448758900197,13.883294,4.0,10.518006863156543,279.8445,-0.17118542,1.18288529,3.08612609,-0.64364159,14.0033102,87,81.94424438,1165.5,0.06835842,-0.66252637,2.35294127
Thu Feb 28 23:16:07 PST 2013,28-Feb-2013 23:16:07.703,-122.19116231325148,37.42448758900197,13.883294,4.0,10.518006863156543,279.8445,-0.15442601,1.002123,3.02507377,-0.65577257,15.22038555,87,93.36227417,1019,0.06839652,-0.67466146,1.96078432
Thu Feb 28 23:16:08 PST 2013,28-Feb-2013 23:16:08.205,-122.19132265250276,37.424498561571134,14.127439,4.0,11.179856528161338,280.31125,-0.92775315,1.59349084,3.29561853,-0.596048,14.64571762,88,100.06560516,902.5,0.06843834,-0.60903525,1.56862748
Thu Feb 28 23:16:08 PST 2013,28-Feb-2013 23:16:08.702,-122.19132265250276,37.424498561571134,14.127439,4.0,11.179856528161338,280.31125,-1.35990655,2.24471378,2.9065609,-0.58180082,14.72826195,88,91.62413788,832,0.06847789,-0.6006645,1.56862748
Thu Feb 28 23:16:09 PST 2013,28-Feb-2013 23:16:09.202,-122.19144362877609,37.42450694307666,11.197832,4.0,11.695831415982497,279.7382,-1.82797301,2.33449626,3.04542446,-0.54772705,14.73544025,88,88.69451141,811,0.06851257,-0.51663923,1.56862748
Thu Feb 28 23:16:09 PST 2013,28-Feb-2013 23:16:09.705,-122.19144362877609,37.42450694307666,11.197832,4.0,11.695831415982497,279.7382,-2.0949266,2.32491946,2.19189167,-0.59152198,14.31195354,88,41.1733017,1300,0.06858436,-0.62500405,5.88235283
Thu Feb 28 23:16:10 PST 2013,28-Feb-2013 23:16:10.203,-122.19156115362168,37.42451165888251,10.672876,4.0,12.255497959526329,277.4261,-1.0570401,2.42068744,1.70108032,-0.66073775,14.31195354,88,25.07547188,1629,0.06870246,-0.67962837,5.88235283
Thu Feb 28 23:16:10 PST 2013,28-Feb-2013 23:16:10.704,-122.19156115362168,37.42451165888251,10.672876,4.0,12.255497959526329,277.4261,-2.22301626,3.0168438,3.08133769,-0.4864459,14.69596195,88,15.36571026,1716.5,0.06890538,-0.55377388,7.45098066
Thu Feb 28 23:16:11 PST 2013,28-Feb-2013 23:16:11.206,-122.1916723924748,37.424488288994525,9.835851,4.0,12.734850529486748,259.18716,-2.69347692,2.80615401,2.60848284,-0.50359726,14.66007328,88,14.72296143,1589.5,0.06906956,-0.52243412,8.62745094
Thu Feb 28 23:16:11 PST 2013,28-Feb-2013 23:16:11.702,-122.1916723924748,37.424488288994525,9.835851,4.0,12.734850529486748,259.18716,-3.28843594,2.96417141,2.64439583,-0.4553287,14.63495159,88,16.32821465,1554,0.06925692,-0.47575027,8.62745094
Thu Feb 28 23:16:12 PST 2013,28-Feb-2013 23:16:12.204,-122.19177090379083,37.424441144967,10.075308,6.0,12.826468587385225,240.98618,-3.32075787,3.52321744,2.65516973,-0.41812408,14.32272053,88,11.57329369,1583.5,0.0695271,-0.43209431,8.62745094
Thu Feb 28 23:16:12 PST 2013,28-Feb-2013 23:16:12.702,-122.19177090379083,37.424441144967,10.075308,6.0,12.826468587385225,240.98618,-2.08295536,3.45737696,2.29843354,-0.50751531,14.17916584,88,8.41460705,1631.5,0.06992436,-0.5263536,19.6078434
Thu Feb 28 23:16:13 PST 2013,28-Feb-2013 23:16:13.203,-122.19185648597686,37.42436564196179,10.563495,6.0,13.17371568147394,223.45569,-1.23421097,3.93980861,2.85867691,-0.46910471,15.09836388,88,7.19533443,1670.5,0.07035246,-0.50887781,21.56862831
Thu Feb 28 23:16:13 PST 2013,28-Feb-2013 23:16:13.703,-122.19185648597686,37.42436564196179,10.563495,6.0,13.17371568147394,223.45569,-0.1400608,3.54955363,2.52947402,-0.5364669,15.36752892,88,6.82506609,1762.5,0.07080945,-0.55531502,17.64705849
Thu Feb 28 23:16:14 PST 2013,28-Feb-2013 23:16:14.203,-122.19193980165885,37.42428213850066,11.569851,8.0,13.377846486624085,219.62788,0.22505496,3.8320694,2.64080453,-0.50604391,14.41961956,88,7.5506587,1842.5,0.07127324,-0.52488166,17.64705849
Thu Feb 28 23:16:14 PST 2013,28-Feb-2013 23:16:14.704,-122.19193980165885,37.42428213850066,11.569851,8.0,13.377846486624085,219.62788,-1.00317049,4.05712461,2.78924489,-0.46880949,14.36219788,88,7.59962416,1946,0.07222531,-0.46168903,17.64705849
Thu Feb 28 23:16:15 PST 2013,28-Feb-2013 23:16:15.201,-122.19201550802177,37.424186575976,12.481643,6.0,13.693674084322915,215.62228,-0.86430681,3.53638554,2.23259306,-0.54567474,14.45909786,88,7.82446337,2077.5,0.07267539,-0.56452602,17.64705849
Thu Feb 28 23:16:15 PST 2013,28-Feb-2013 23:16:15.703,-122.19201550802177,37.424186575976,12.481643,6.0,13.693674084322915,215.62228,-0.40222588,3.73271012,2.56418991,-0.51755202,15.76993084,88,7.48909616,2077.5,0.07320701,-0.54461312,17.64705849
Thu Feb 28 23:16:16 PST 2013,28-Feb-2013 23:16:16.203,-122.1920726271124,37.42406013410235,13.606428,6.0,13.996840575828024,200.6141,-0.81761986,3.8356607,3.08014059,-0.50077164,14.74979496,88,7.44567013,2141,0.07384812,-0.5196076,20.3921566
Thu Feb 28 23:16:16 PST 2013,28-Feb-2013 23:16:16.703,-122.1920726271124,37.42406013410235,13.606428,6.0,13.996840575828024,200.6141,-1.00676179,3.74946952,2.81318688,-0.49227592,14.62418556,88,7.51738405,2296.5,0.07438819,-0.51110893,21.17647171
Thu Feb 28 23:16:17 PST 2013,28-Feb-2013 23:16:17.202,-122.19211662758957,37.423929592719695,14.700176,6.0,13.974456494308912,197.70166,-1.09534729,3.84523749,2.71143341,-0.48855445,14.84714413,88,7.66194916,2376.5,0.07485791,-0.4817858,21.17647171
Thu Feb 28 23:16:17 PST 2013,28-Feb-2013 23:16:17.702,-122.19211662758957,37.423929592719695,14.700176,6.0,13.974456494308912,197.70166,-1.10612118,3.8224926,2.41934085,-0.5062747,14.43397522,89,7.43191385,2436,0.07556559,-0.52511251,21.56862831
Thu Feb 28 23:16:18 PST 2013,28-Feb-2013 23:16:18.202,-122.19214775033029,37.423797739518555,15.867634,6.0,13.89407114111092,193.63596,-1.51552963,3.76263762,2.9125464,-0.47195661,14.93686485,89,7.7413969,2528,0.07615102,-0.49116063,19.6078434
Thu Feb 28 23:16:18 PST 2013,28-Feb-2013 23:16:18.704,-122.19214775033029,37.423797739518555,15.867634,6.0,13.89407114111092,193.63596,-1.76093531,3.81531,2.70664501,-0.47148514,14.81080627,89,7.79405165,2584.5,0.07675015,-0.53622806,20
Thu Feb 28 23:16:19 PST 2013,28-Feb-2013 23:16:19.203,-122.19214132388127,37.42363923929777,16.327667,6.0,13.874154480562021,178.65085,-1.09055889,3.55194783,2.43490314,-0.52816188,14.77491665,89,8.14688301,2644.5,0.07733618,-0.54700714,19.2156868
Thu Feb 28 23:16:19 PST 2013,28-Feb-2013 23:16:19.704,-122.19214132388127,37.42363923929777,16.327667,6.0,13.874154480562021,178.65085,-0.31004912,3.55075073,2.24815536,-0.55143392,14.77491665,89,7.96793747,2707,0.07790276,-0.59903997,19.2156868
Thu Feb 28 23:16:20 PST 2013,28-Feb-2013 23:16:20.204,-122.19212186713577,37.42346578555056,17.675144,6.0,13.924128325700364,176.0783,-0.01675941,3.28020597,2.25892925,-0.57500494,14.72826195,89,7.97804356,2789,0.07863835,-0.59386617,20.3921566
Thu Feb 28 23:16:20 PST 2013,28-Feb-2013 23:16:20.705,-122.19212186713577,37.42346578555056,17.675144,6.0,13.924128325700364,176.0783,-0.33877954,3.17486119,3.37223315,-0.50760841,12.90780926,89,9.86022377,2848,0.07913649,-0.5264467,16.86274529
Thu Feb 28 23:16:21 PST 2013,28-Feb-2013 23:16:21.202,-122.19209353312102,37.42329066447137,18.381817,12.0,13.947045088580296,173.53514,-0.21308395,3.05634809,3.30639243,-0.52150476,14.64571762,89,10.66306973,2631.5,0.07967994,-0.58322853,17.64705849
Thu Feb 28 23:16:21 PST 2013,28-Feb-2013 23:16:21.702,-122.19209353312102,37.42329066447137,18.381817,12.0,13.947045088580296,173.53514,0.12449849,2.87917709,2.39539886,-0.59900081,15.06965256,89,12.45802784,2181.5,0.0801414,-0.61787033,18.8235302
Thu Feb 28 23:16:22 PST 2013,28-Feb-2013 23:16:22.202,-122.19205025814992,37.42311713713252,19.003653,12.0,13.647900343495866,171.38544,0.2717419,3.0060699,2.62643933,-0.57314473,14.25094223,89,12.16709805,2189,0.08064201,-0.6058234,17.25490189
